actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
alimentacion frutas verduras,Frutas y Verduras Acoidan,CL,Calle,Orion,11,38631,38006,Arona,Las Galletas La Estrella,,fiamahernandez_92@hotmail.com,650739241.0,0.0,-16.65369564,28.0142634,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
alimentacion frutas verduras,Frutas y Verduras Alicia,Cl,Calle,Mercado,2,38360,38041,El Sauzal,El Sauzal Mercado Municipal P0,,fruteriaalicia@telefonica.net,922563660.0,,-16.43363905,28.48005778,2016-05-09T12:45:15.374000,2024-09-27T09:52:23.664000
alimentacion frutas verduras,Frutas y Verduras Ana,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,,,,-16.313317,28.49281999,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion frutas verduras,Frutas y Verduras Ana Maria,CL,Calle,El Gomero,33,38292,38046,Tegueste,El Gomero,,,,,-16.348612,28.52528999,2016-05-09T12:45:15.374000,2015-08-04T13:50:59.466000
alimentacion frutas verduras,Frutas y Verduras Anaga,CL,Calle,Carlos J R Hamilton,12,38001,38038,Santa Cruz de Tenerife,Rs Anaga Ed Delfines,,,651890323.0,0.0,-16.24478593,28.47924928,2016-05-09T12:45:15.374000,2018-02-22T09:44:44.987000
alimentacion frutas verduras,Frutas y Verduras Anavel,PJ,"Pasaje, paraje",Ipalan,18,38320,38023,La Laguna,La Cuesta Ed Diana,,,,,-16.29460912,28.46763497,2016-05-09T12:45:15.374000,2015-08-04T10:33:10.329000
alimentacion frutas verduras,Frutas y Verduras Benito,CL,Calle,Perez Diaz,37,38380,38051,La Victoria,Lc A,,,615587257.0,,-16.46934947,28.43454084,2016-05-09T12:45:15.374000,2015-11-24T15:00:52.756000
alimentacion frutas verduras,Frutas y Verduras Canarias,AV,Avenida,Islas Canarias,1,38006,38038,Santa Cruz de Tenerife,,,,0.0,,-16.26186952,28.46776508,2016-05-09T12:45:15.374000,2016-05-12T09:09:32.808000
alimentacion frutas verduras,Frutas y Verduras Comercial Rodriguez,CL,Calle,La Longuera,7,38418,38031,Los Realejos,El Toscal Longuera,,,922362064.0,,-16.57607189,28.39766762,2016-05-09T12:45:15.374000,2023-10-18T14:41:54.296000
alimentacion frutas verduras,Frutas y Verduras Conchita,Av,Avenida,Hipolito Sinforiano,24,38440,38018,La Guancha,La Guancha,,,610980979.0,,-16.65209103,28.37474096,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
alimentacion frutas verduras,Frutas y Verduras El Patriarca,CL,Calle,Santa Rosalia,40,38002,38038,Santa Cruz de Tenerife,,,,630198687.0,0.0,-16.25105606,28.47057454,2016-05-09T12:45:15.374000,2016-06-21T08:59:19.825000
alimentacion frutas verduras,Frutas y Verduras El Sobradillo,CL,Calle,Faisan,23,38107,38038,Santa Cruz de Tenerife,El Sobradillo,,,,,-16.31639104,28.44268649,2016-05-09T12:45:15.374000,2015-08-04T10:46:09.756000
alimentacion frutas verduras,Frutas y Verduras Garcia Garcia,CL,Calle,Aceviño,15,38627,38006,Arona,La Camella,,frutas_garcia_garcia@hotmail.com,922725194.0,922725776.0,-16.67938132,28.08049026,2016-05-09T12:45:15.374000,2015-08-04T12:32:00.097000
alimentacion frutas verduras,Frutas y Verduras Isabel,CL,Calle,El Toscal,10,38417,38031,Los Realejos,El Toscal,,,922362490.0,,-16.57382665,28.40063538,2016-05-09T12:45:15.374000,2023-10-18T14:41:54.296000
alimentacion frutas verduras,Frutas y Verduras Kiko,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,crisrosimerc@gmail.com,922259834.0,,-16.313304,28.49297899,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion frutas verduras,Frutas y Verduras Kiko,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,crisrosimerc@gmail.com,922259834.0,,-16.313291,28.49302199,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion frutas verduras,Frutas y Verduras Maria del Carmen,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,,,,-16.313198,28.49308399,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion frutas verduras,Frutas y Verduras Maria Delgado,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,,,,-16.313351,28.49293099,2016-05-09T12:45:15,2018-05-29T10:17:29.258000
alimentacion frutas verduras,Frutas y Verduras Mi Sol,CL,Calle,Mencey Bencomo,50,38008,38038,Santa Cruz de Tenerife,,,,689970886.0,,-16.27203588,28.47115278,2016-05-09T12:45:15.374000,2016-06-21T08:59:19.825000
alimentacion frutas verduras,Frutas y Verduras Minimarket,AV,Avenida,Principes de España,1,38010,38038,Santa Cruz de Tenerife,Ofra,,,922643662.0,,-16.28022012,28.45547363,2016-05-09T12:45:15.374000,2016-08-23T13:14:34.272000
alimentacion frutas verduras,Frutas y Verduras Molina,Cl,Calle,San Cristobal,32,38359,38041,El Sauzal,Ravelo,,,822043595.0,,-16.41791258,28.45900368,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Frutas y Verduras Nieves,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,nieves.r.paz@hotmail.com,,,-16.3133,28.49306799,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion frutas verduras,Frutas y Verduras Pedro,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,pedrodelapazafonso@gmail.com,,,-16.313473,28.49288399,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion frutas verduras,Frutas y Verduras Pedro,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,pedrodelapazafonso@gmail.com,,,-16.313258,28.49298099,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion frutas verduras,Frutas y Verduras Providencia,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,,,,-16.313375,28.49279899,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion frutas verduras,Frutas y Verduras Ricardo,AV,Avenida,25 de Abril,15,38430,38022,Icod de los Vinos,,,,922811499.0,,-16.718455,28.36943099,2016-05-09T12:45:15.374000,2024-09-27T10:08:25.542000
alimentacion frutas verduras,Frutas y Verduras San Cayetano - El Fraile,CL,Calle,Fuerteventura,67,38632,38006,Arona,El Fraile,,frutassancayetano@yahoo.es,922734574.0,0.0,-16.66826743,28.01159553,2016-05-09T12:45:15.374000,2015-08-04T12:35:04.641000
alimentacion frutas verduras,Frutas y Verduras San Cayetano - Las Galletas,CL,Calle,Sol del Sur,11,38631,38006,Arona,Las Galletas,,sancayetano@yahoo.es,922734595.0,0.0,-16.65465368,28.00799993,2016-05-09T12:45:15.374000,2016-06-21T08:59:19.825000
alimentacion frutas verduras,Frutasol,AU,"Autopista, autovía",TF 5 Norte,29,38340,38043,Tacoronte,Pg Los Naranjeros II,,,922570064.0,,-16.38991078,28.48481523,2016-05-09T12:45:15.374000,2017-10-23T10:39:57.743000
alimentacion frutas verduras,Fruteria,CL,Calle,10 de Agosto,18,38588,38005,Arico,Abades Ur Los Abriguitos Lc 07,,,,,-16.43998289,28.14320216,2016-05-09T12:45:15.374000,2016-08-25T12:09:46.327000
alimentacion frutas verduras,Fruteria,AV,Avenida,Santiago Apostol,18,38410,38031,Los Realejos,Realejo Alto,,,,,-16.583348,28.37683608,2016-05-09T12:45:15.374000,2015-08-04T13:18:21.764000
alimentacion frutas verduras,Fruteria,AV,Avenida,Los Majuelos,31,38107,38038,Santa Cruz de Tenerife,El Sobradillo,,,,,-16.31453687,28.44130783,2016-05-09T12:45:15.374000,2016-08-31T13:12:50.625000
alimentacion frutas verduras,Fruteria,CR,Carretera,General TF 111 Los Campitos,35,38006,38038,Santa Cruz de Tenerife,Barrio Nuevo,,,,,-16.26883185,28.47205325,2017-03-15T12:06:34.635000,2017-03-15T12:06:34.635000
alimentacion frutas verduras,Fruteria,CL,Calle,Alcalde Mandillo Tejera,10,38007,38038,Santa Cruz de Tenerife,Los Gladiolos Ed Gladiolos,,,,,-16.270945,28.46075199,2016-05-09T12:45:15.374000,2015-08-04T10:37:38.763000
alimentacion frutas verduras,Fruteria,AV,Avenida,Principe Felipe,11,38631,38006,Arona,Las Galletas,,,0.0,0.0,-16.65466414,28.00880152,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
alimentacion frutas verduras,Fruteria 7 Islas,Cl,Calle,Hernan Cortes,7,38508,38020,Güimar,,,,641031175.0,,-16.37596426,28.29595605,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Fruteria Actanistaya,CL,Calle,Francisco Alonso Martin Barbero,5,38240,38023,La Laguna,Punta del Hidalgo La Furnia,,,922156009.0,,-16.32783791,28.56838896,2016-05-09T12:45:15,2018-02-15T09:44:33.614000
alimentacion frutas verduras,Fruteria Agrolandia II,CL,Calle,Iriarte,3,38400,38028,Puerto de la Cruz,,,,643816167.0,,-16.550123,28.41552799,2016-05-09T12:45:15.374000,2022-04-22T13:23:10.741000
alimentacion frutas verduras,Fruteria Aguacate,CL,Calle,Espronceda,15,38108,38023,La Laguna,Los Andenes,,,,,-16.30383573,28.44757436,2016-05-09T12:45:15.374000,2015-12-14T10:03:10.262000
alimentacion frutas verduras,Fruteria Airam,CL,Calle,Adeje,8,38008,38038,Santa Cruz de Tenerife,Salud Alto,,,664436506.0,,-16.27824672,28.47216981,2016-05-09T12:45:15.374000,2015-08-04T10:34:15.531000
alimentacion frutas verduras,Fruteria Alicia,CR,Carretera,General TF 152 Norte,45,38360,38041,El Sauzal,,www.fruteria-alicia.com,info@fruteria-alicia.com,922563660.0,922563559.0,-16.420317,28.47404499,2016-05-09T12:45:15.374000,2024-09-27T10:08:25.542000
alimentacion frutas verduras,Fruteria Andres Baez,AV,Avenida,Los Majuelos,70,38107,38038,Santa Cruz de Tenerife,La Gallega,,,922227203.0,,-16.32074354,28.43244197,2016-05-09T12:45:15.374000,2016-05-12T07:43:38.145000
alimentacion frutas verduras,Fruteria Cande,AV,Avenida,Venezuela,51,38008,38038,Santa Cruz de Tenerife,,,,646492661.0,,-16.27201177,28.46990672,2016-05-09T12:45:15.374000,2016-06-16T09:10:27.500000
alimentacion frutas verduras,Fruteria Capitan,CL,Calle,Capitan,8,38390,38039,Santa Úrsula,,,ivanperezrodriguez607@gmail.com,629472421.0,,-16.48449666,28.42855441,2016-05-09T12:45:15,2018-04-11T10:10:38.888000
alimentacion frutas verduras,Fruteria Caribe,CL,Calle,Santiago Sabina,4,38007,38038,Santa Cruz de Tenerife,Barrio Cruz del Señor,,,,,-16.270514,28.46440899,2016-05-09T12:45:15.374000,2015-08-04T10:37:38.763000
alimentacion frutas verduras,Fruteria Casanova,CL,Calle,Iriarte,9,38004,38038,Santa Cruz de Tenerife,,,,,,-16.25691594,28.46675113,2016-08-19T10:49:28.129000,2016-08-19T10:49:28.129000
alimentacion frutas verduras,Fruteria Cedres,CL,Calle,La Degollada,3,38589,38005,Arico,Arico Viejo,,,,,-16.48094761,28.18198661,2016-05-09T12:45:15.374000,2015-08-04T11:52:15.690000
alimentacion frutas verduras,Fruteria Congelados Luis Reyes,CR,Carretera,General TF 342 Icod El Alto,117,38414,38031,Los Realejos,Icod El Alto,,,610019546.0,,-16.61276471,28.38327544,2016-05-09T12:45:15.374000,2016-05-27T10:25:04.160000
alimentacion frutas verduras,Fruteria Cuatro Soles,CL,Calle,Barroso,34,38631,38006,Arona,Las Galletas Las Rosas,,tenerifesolyluna@hotmail.com,676342646.0,0.0,-16.65423031,28.02146536,2016-05-09T12:45:15.374000,2015-08-04T12:36:22.781000
alimentacion frutas verduras,Fruteria Charcuteria Hermano Pedro,CL,Calle,Espronceda,14,38611,38017,Granadilla de Abona,San Isidro Los Cardones,,,922399928.0,,-16.565317,28.07416699,2016-05-09T12:45:15,2016-07-11T09:33:48.985000
alimentacion frutas verduras,Fruteria Charcuteria Lali,CL,Calle,San Francisco,3,38600,38017,Granadilla de Abona,,,,639787522.0,,-16.577529,28.12323709,2016-05-09T12:45:15.374000,2015-08-04T11:56:42.718000
alimentacion frutas verduras,Fruteria Cheli,CL,Calle,Iglesia Trasera,6,38470,38042,Los Silos,,,,689350243.0,,-16.81648052,28.36518217,2017-07-20T12:09:32.308000,2017-07-20T12:09:32.308000
alimentacion frutas verduras,Fruteria Chelu,AV,Avenida,Coronel Gorrin,20,38684,38040,Santiago del Teide,Tamaimo,,,,,-16.81847539,28.26797833,2016-05-09T12:45:15.374000,2015-08-04T12:56:56.468000
alimentacion frutas verduras,Fruteria Chima,CL,Calle,El Pozo,4,38509,38011,Candelaria,,,,922856178.0,0.0,-16.37094276,28.35577666,2016-05-09T12:45:15.374000,2016-02-17T13:06:14.627000
alimentacion frutas verduras,Fruteria de Calidad,RB,Rambla,Doctor Perez,52,38390,38039,Santa Úrsula,,,,,,-16.48812912,28.42650188,2016-05-09T12:45:15.374000,2015-08-04T13:34:28.221000
alimentacion frutas verduras,Fruteria Defrume,CL,Calle,Castellon de la Plana,1,38005,38038,Santa Cruz de Tenerife,,,,922221223.0,,-16.25575988,28.46146998,2016-05-09T12:45:15.374000,2016-06-22T13:43:15.483000
alimentacion frutas verduras,Fruteria del Huerto a Casa,CL,Calle,Juan Sebastian Elcano,17,38109,38032,El Rosario,Radazul Bajo CC Radazul Lc B-8,,,,,-16.323385,28.40288199,2016-05-09T12:45:15.374000,2015-08-04T10:47:48.724000
alimentacion frutas verduras,Fruteria Delia y Fran,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Aves 15,,,636631629.0,,-16.25195209,28.46289784,2016-05-09T12:45:15,2018-01-22T14:07:42
alimentacion frutas verduras,Fruteria Delia y Fran,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Aves 13,,,636631629.0,,-16.25186914,28.46287961,2016-05-09T12:45:15,2018-01-22T14:07:42
alimentacion frutas verduras,Fruteria Delia y Fran,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Aves 14,,,636631629.0,,-16.25191062,28.46288974,2016-05-09T12:45:15,2018-01-22T14:07:42
alimentacion frutas verduras,Fruteria Don Melon,PZ,"Plaza, plazoleta",Las Nieves,1,38107,38038,Santa Cruz de Tenerife,,,,678635247.0,,-16.30897392,28.44592334,2016-05-09T12:45:15.374000,2016-05-12T11:46:34.975000
alimentacion frutas verduras,Fruteria Don Melon,RB,Rambla,Los Menceyes,25,38509,38011,Candelaria,Lc 2,,,,,-16.36542237,28.36791478,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
alimentacion frutas verduras,Fruteria Ego,CL,Calle,Hernandez Amador,80,38320,38023,La Laguna,La Cuesta Salud Alto,,,,,-16.279802,28.4723025,2016-05-09T12:45:15.374000,2015-08-27T09:55:40.359000
alimentacion frutas verduras,Fruteria El Agricultor del Norte,CL,Calle,Matilde Martin,1,38006,38038,Santa Cruz de Tenerife,,,,0.0,,-16.26344934,28.46986605,2016-05-09T12:45:15.374000,2016-06-06T12:40:44.174000
alimentacion frutas verduras,Fruteria El Bosque,CL,Calle,Pedro Juan Garcia Hernandez,8,38290,38032,El Rosario,La Esperanza,,,822104425.0,,-16.367247,28.45172699,2016-05-09T12:45:15.374000,2015-08-04T10:49:35.113000
alimentacion frutas verduras,Fruteria El Clavel,CL,Calle,El Clavel,11,38003,38038,Santa Cruz de Tenerife,,fruteria-el-clavel.negocio.site,,667212738.0,,-16.24940179,28.46605689,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
alimentacion frutas verduras,Fruteria El Drago,CL,Calle,El Drago,42,38205,38023,La Laguna,Bo Nuevo,,,,,-16.30939472,28.47768097,2016-05-09T12:45:15.374000,2015-09-03T09:47:09.059000
alimentacion frutas verduras,Fruteria El Eden,CL,Calle,San Lucas,9,38003,38038,Santa Cruz de Tenerife,,,,,,-16.25362089,28.4679011,2016-05-09T12:45:15.374000,2015-08-04T10:18:33.356000
alimentacion frutas verduras,Fruteria El Frutero,Cl,Calle,Cirilo Rolo de Armas,4,38450,38015,Garachico,Esq Cl Martin de Andujar,,,664854096.0,,-16.76448433,28.37237243,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Fruteria El Frutero,CL,Calle,Tirso de Molina,1,38005,38038,Santa Cruz de Tenerife,Ed Apolo Esq Cl Jorge Manrique Lc 12,,,686379650.0,,-16.260656,28.46097199,2016-05-09T12:45:15.374000,2016-01-08T10:05:15.645000
alimentacion frutas verduras,Fruteria El Laurel,CL,Calle,Antonio del Castillo,8,38280,38046,Tegueste,,,,,,-16.33845248,28.52042725,2016-05-09T12:45:15.374000,2016-05-24T08:45:41.993000
alimentacion frutas verduras,Fruteria el Potajito,CL,Calle,Santa Catalina de Siena,8,38320,38023,La Laguna,La Cuesta Princesa Yballa Bq 07 Lc 04,,,,,-16.28872032,28.46788304,2016-05-09T12:45:15,2016-11-14T12:28:16
alimentacion frutas verduras,Fruteria El Potajito,CL,Calle,Santa Caltina de Siena,22,38320,38023,La Laguna,,,,922643704.0,,-16.28867513,28.46790401,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
alimentacion frutas verduras,Fruteria El Precio Justo,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Naciente 07,,,922204985.0,,-16.25146759,28.46266486,2016-05-09T12:45:15,2018-01-22T13:12:19.236000
alimentacion frutas verduras,Fruteria El Precio Justo,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Naciente 06,,,922204985.0,,-16.251516,28.46266699,2016-05-09T12:45:15,2018-01-22T13:12:19.236000
alimentacion frutas verduras,Fruteria El Precio Justo,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Naciente 08,,,922204985.0,,-16.25146517,28.46263295,2016-05-09T12:45:15,2018-01-22T13:41:06.390000
alimentacion frutas verduras,Fruteria El Pucherito,CL,Calle,Santo Tomas de Aquino,24,38108,38023,La Laguna,San Matias,,,627708245.0,,-16.29655187,28.44338356,2016-05-09T12:45:15.374000,2015-08-04T10:43:56.867000
alimentacion frutas verduras,Fruteria El Pucherito,Cr,Carretera,General TF 217 Norte,107,38380,38051,La Victoria,,,,620098868.0,,-16.47162686,28.4348127,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Fruteria El Puente,CL,Calle,El Puente,5,38205,38023,La Laguna,Barrio Nuevo,,,,,-16.30974755,28.48023954,2016-05-09T12:45:15.374000,2015-08-27T12:49:18.937000
alimentacion frutas verduras,Fruteria El Tanque,Av,Avenida,Principes de España,62,38345,38044,El Tanque,,,,646064135.0,,-16.78223823,28.35583695,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Fruteria El Turpial,CL,Calle,Francisco Bonnin,13,38611,38017,Granadilla de Abona,San Isidro,,,,,-16.55808757,28.08185257,2016-05-09T12:45:15.374000,2015-08-04T11:58:50.747000
alimentacion frutas verduras,Fruteria El Valle,AV,Avenida,Doctor Emilio Luque Moreno,27,38300,38026,La Orotava,Ed Altavista,,,922332774.0,,-16.51922448,28.39289189,2016-05-09T12:45:15.374000,2018-03-07T07:31:49.669000
alimentacion frutas verduras,Fruteria Elena,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,,,,-16.313263,28.49309999,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
alimentacion frutas verduras,Fruteria Elena y Cris,CL,Calle,Herrador,8,38683,38040,Santiago del Teide,Puerto de Santiago,,lenutacuzub@yahoo.com,602462235.0,,-16.84058835,28.23876213,2016-05-09T12:45:15.374000,2016-06-16T14:42:26.863000
alimentacion frutas verduras,Fruteria Ely,CL,Calle,San Ignacio de Loyola,33,38320,38023,La Laguna,Princesa Yballa,,,0.0,,-16.28904379,28.46740539,2016-05-09T12:45:15.374000,2015-08-04T10:33:10.329000
alimentacion frutas verduras,Fruteria Elyfruve,AV,Avenida,Los Majuelos,29,38107,38038,Santa Cruz de Tenerife,El Sobradillo,,,922615240.0,,-16.3144009,28.44143954,2016-05-09T12:45:15.374000,2016-05-12T09:24:36.076000
alimentacion frutas verduras,Fruteria Eneldo,CR,Carretera,General TF 657 Cabo Blanco,109,38627,38006,Arona,Cabo Blanco Ed Fabiola,,,922721749.0,,-16.672361,28.07397879,2016-05-09T12:45:15.374000,2015-08-04T12:32:00.097000
alimentacion frutas verduras,Fruteria Fefe,CR,Carretera,General TF 217 Norte,235,38389,38051,La Victoria,,,,922580209.0,,-16.4779,28.42814599,2016-05-09T12:45:15.374000,2015-08-04T13:36:35.141000
alimentacion frutas verduras,Fruteria Fefe,CR,Carretera,España TF 217,27,38390,38039,Santa Úrsula,,,fruteriafefe3@hotmail.com,922301604.0,0.0,-16.48982555,28.42565846,2016-05-09T12:45:15.374000,2018-04-11T10:10:38.888000
alimentacion frutas verduras,Fruteria Francisco y Conchita,CL,Calle,Alvarez de Lugo,51,38004,38038,Santa Cruz de Tenerife,Lc 9,,,,,-16.25807655,28.46697838,2016-05-09T12:45:15.374000,2015-08-05T07:57:56.127000
alimentacion frutas verduras,Fruteria Francisco y Conchita,CL,Calle,Santiago Beyro,21,38008,38038,Santa Cruz de Tenerife,Cruz del Señor,,,0.0,,-16.27245064,28.4669972,2016-05-09T12:45:15.374000,2017-07-06T09:26:35.381000
alimentacion frutas verduras,Fruteria Frescura,CL,Calle,Agrupacion Bincheny,14,38108,38023,La Laguna,Taco,,,,,-16.29788256,28.44900773,2016-05-09T12:45:15.374000,2015-11-06T12:00:58.216000
alimentacion frutas verduras,Fruteria Fresh Fruit,AV,Avenida,Reina Sofia,11,38687,38019,Guía de Isora,Playa de San Juan,,,632652653.0,,-16.815607,28.18244177,2016-05-09T12:45:15.374000,2019-04-12T11:56:11.551000
alimentacion frutas verduras,Fruteria Frutas de Calidad,CR,Carretera,General TF 13 Punta Hidalgo,202,38280,38046,Tegueste,,,,922150166.0,,-16.3395224,28.52196168,2016-05-09T12:45:15.374000,2015-08-04T13:51:37.202000
alimentacion frutas verduras,Fruteria Gerardo,Cr,Carretera,General TF 217 Norte,188,38389,38051,La Victoria,,,,922582849.0,,-16.47723863,28.42975606,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Fruteria Gorrin,AV,Avenida,Isora,44,36680,38019,Guía de Isora,Guia de Isora,,f.gorrin@hotmail.com,922851040.0,646477693.0,-16.78147611,28.21083348,2016-05-09T12:45:15.374000,2019-04-12T11:56:11.551000
alimentacion frutas verduras,Fruteria Goyo,CL,Calle,Real,25,38627,38006,Arona,Buzanada,,,922766159.0,922732806.0,-16.65747769,28.07071777,2016-10-27T08:04:47,2017-11-16T14:18:43.841000
alimentacion frutas verduras,Fruteria Guanche,CL,Calle,Guanches,128,38399,38039,Santa Úrsula,La Corujera,,,,,-16.49546147,28.41379675,2016-05-09T12:45:15,2018-04-11T10:10:38.888000
alimentacion frutas verduras,Fruteria Isa,CL,Calle,Antonio Lugo,11,38300,38026,La Orotava,,,,,,-16.52138211,28.38294158,2016-05-09T12:45:15,2017-12-11T10:11:21.211000
alimentacion frutas verduras,Fruteria Juan,CL,Calle,El Tizon,7,38202,38023,La Laguna,,,,922825030.0,,-16.32018158,28.48961875,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
alimentacion frutas verduras,Fruteria Juan,AV,Avenida,San Sebastian,51,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Lc Poniente Centro 03,,,922202051.0,,-16.25233066,28.46300595,2016-05-09T12:45:15,2018-01-22T14:47:46
alimentacion frutas verduras,Fruteria Juan Pancho,CL,Calle,Vallehermoso,56,38108,38023,La Laguna,El Cardonal,,,922029405.0,,-16.299275,28.44981299,2016-05-09T12:45:15.374000,2016-04-28T14:36:30.862000
alimentacion frutas verduras,Fruteria Juan y Fernando,CL,Calle,La Carrera,20,38419,38031,Los Realejos,,,,922343108.0,,-16.57600433,28.38901447,2016-05-09T12:45:15.374000,2015-08-04T13:18:59.780000
alimentacion frutas verduras,Fruteria Katy,Cl,Calle,Teobaldo Power,26,38500,38020,Güimar,,,,629536089.0,,-16.40925575,28.3140382,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Fruteria La Abuela,Cl,Calle,Torrejon,14,38480,38010,Buenavista del Norte,,,,922128178.0,,-16.84849685,28.36946341,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
alimentacion frutas verduras,Fruteria La Abuela,CL,Calle,Molinos de Agua,43,38207,38023,La Laguna,Barrio Nuevo,,,,,-16.31241935,28.4818905,2016-05-09T12:45:15.374000,2016-04-29T09:24:03.814000
alimentacion frutas verduras,Fruteria La Acequia,CL,Calle,Guanches,68,38399,38039,Santa Úrsula,La Corujera,,,,,-16.49262973,28.41569305,2016-05-09T12:45:15.374000,2015-08-04T13:34:28.221000
alimentacion frutas verduras,Fruteria La Ciudadela,CL,Calle,Agustin Espinosa Garcia,3,38007,38038,Santa Cruz de Tenerife,,,,922035698.0,,-16.27076926,28.4664992,2016-05-09T12:45:15.374000,2016-06-22T13:43:15.483000
alimentacion frutas verduras,Fruteria La Cruz,CL,Calle,La Vera,2,38389,38051,La Victoria,,,,922582623.0,,-16.471176,28.42716799,2016-05-09T12:45:15.374000,2015-08-04T13:36:35.141000
alimentacion frutas verduras,Fruteria La Chispa,AV,Avenida,El Emigrante,40,38687,38019,Guía de Isora,Playa San Juan,,,610265863.0,,-16.81730164,28.18289226,2016-05-09T12:45:15.374000,2019-03-22T10:14:18.455000
alimentacion frutas verduras,Fruteria La Esquina,CL,Calle,San Juan,14,38320,38023,La Laguna,La Cuesta,,,,,-16.2844999,28.46834473,2016-05-09T12:45:15.374000,2015-08-26T12:39:26.281000
alimentacion frutas verduras,Fruteria La Fajana,Cl,Calle,Vista Alegre,,38380,38051,La Victoria,,,,,,-16.46751806,28.43453243,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Fruteria La Finca,AV,Avenida,Las Palmeras,55,38205,38023,La Laguna,Finca España,,,,,-16.29881616,28.47509939,2016-05-09T12:45:15.374000,2015-08-04T14:00:57.411000
alimentacion frutas verduras,Fruteria La Finquita,CL,Calle,Pescadores,3,38612,38017,Granadilla de Abona,El Medano,,,616253999.0,,-16.536097,28.04459209,2016-05-09T12:45:15.374000,2015-08-04T11:59:37.153000
alimentacion frutas verduras,Fruteria La Gran Manzana,Av,Avenida,Principes de España,32,38430,38022,Icod de los Vinos,,,,822199911.0,,-16.7105714,28.37181758,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
alimentacion frutas verduras,Fruteria La Huerta,CL,Calle,Triquivijate,18,38509,38011,Candelaria,Ed Carla Lc C,,,0.0,0.0,-16.36780706,28.36090065,2016-05-09T12:45:15,2017-08-23T09:12:40.885000
