actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
asociacion ciudadana,Asociacion De Mujeres Gazmira,PZ,"Plaza, plazoleta",La Luz,2,38470.0,38042,Los Silos,Ex-Convento de San sebastian,,,,,-16.81725182,28.36513974,2016-05-09T12:45:15,2018-11-30T14:13:24.229000
asociacion ciudadana,Asociacion De Mujeres Gira,CL,Calle,Educadora Lucia Mesa,2,38300.0,38026,La Orotava,La Torrita Centro Civico,www.asociaciondemujeresgira.org,mujeresgira@yahoo.es,681178156.0,,-16.52188308,28.38904676,2016-05-09T12:45:15,2015-08-04T13:30:57
asociacion ciudadana,Asociacion De Mujeres Gitanas Romi Camela Nakerar,AV,Avenida,Venezuela,8,38007.0,38038,Santa Cruz de Tenerife,Bo Salud Ed Teide,,romicamelanakerar@hotmail.com,610699822.0,,-16.27040474,28.46713575,2016-08-03T14:03:12,2016-08-03T14:03:12
asociacion ciudadana,Asociacion De Mujeres Guaxara,Cl,Calle,Eutropio Rodriguez de la Sierra,4,38450.0,38015,Garachico,,,mujeresguaxara@hotmail.com,922133056.0,,-16.76346618,28.37360944,2016-05-09T12:45:15,2024-09-27T09:52:23.664000
asociacion ciudadana,Asociacion de Mujeres Hojaldre,CL,Calle,Las Mercedes,1,38413.0,38031,Los Realejos,La Cruz Santa,,mujereshojaldre@gmail.com,922340771.0,,-16.56865598,28.37812742,2016-05-09T12:45:15,2015-08-04T13:27:57
asociacion ciudadana,Asociacion De Mujeres Iguala Santa Ursula,RB,Rambla,Doctor Perez,20,38390.0,38039,Santa Úrsula,,,,,,-16.49008201,28.42606571,2016-05-09T12:45:15,2018-11-30T11:47:10.182000
asociacion ciudadana,Asociacion De Mujeres Jovenes De Canarias ADEI,CL,Calle,Juan Rumeu Garcia,28,38008.0,38038,Santa Cruz de Tenerife,Centro Insular Voluntariado Despacho 2L,www.mujeresjovenes.org,,,,-16.27313827,28.46546082,2017-06-14T13:47:11,2017-06-14T13:53:32
asociacion ciudadana,Asociacion De Mujeres La Caridad AMUCAR,CM,Camino,El Trazo,19,38340.0,38043,Tacoronte,La Caridad,,,,,-16.38437734,28.4931775,2016-05-09T12:45:15,2015-08-04T14:09:16
asociacion ciudadana,Asociacion De Mujeres La Gotera,CL,Calle,El Anden,70,38414.0,38031,Los Realejos,Icod el Alto,,amlagotera@hotmail.com,676004374.0,,-16.62156528,28.36858074,2016-08-16T13:36:38,2018-11-30T14:13:24.229000
asociacion ciudadana,Asociacion De Mujeres La Milagrosa Fellapa,CM,Camino,Atravesado,4,38413.0,38031,Los Realejos,La Ferruja,,,,,-16.57111588,28.36324784,2016-05-09T12:45:15,2018-11-30T14:13:24.229000
asociacion ciudadana,Asociacion De Mujeres Las Viñas,CM,Camino,Las Viñas Cartaya,2,38296.0,38023,La Laguna,San Miguel de Geneto,radiogeneto.org,avgeneto@yahoo.es,922633848.0,922622763.0,-16.31305656,28.45842125,2016-05-09T12:45:15,2018-12-03T07:36:54.270000
asociacion ciudadana,Asociacion De Mujeres Libergara,CL,Calle,San Agustin,27,38108.0,38023,La Laguna,San Matias Centro Ciudadano San Matias II,,,922623995.0,,-16.2978265,28.43865402,2016-05-09T12:45:15,2015-08-04T10:43:56
asociacion ciudadana,Asociacion De Mujeres Lilith Lucha Internacional Liberacion Igualdad AFAM,CL,Calle,Morra Vistas,7,38570.0,38012,Fasnia,,,mujereslilith@hotmail.com,628711632.0,,-16.44696673,28.23981215,2016-05-09T12:45:15,2018-12-03T08:50:24.996000
asociacion ciudadana,Asociacion De Mujeres Luzcal,CL,Calle,Islas canarias,9,38460.0,38015,Garachico,La Caleta de Interian,,,619267061.0,922133381.0,-16.79223852,28.37211059,2016-05-09T12:45:15,2018-11-30T14:13:24.229000
asociacion ciudadana,Asociacion De Mujeres Magarza de San Bartolome,CM,Camino,San Bartolome de Geneto,206,38296.0,38023,La Laguna,San Bartolome de Geneto Centro Ciudadano,www.lolas.com.es,mujeresmagarza@hotmail.es,686336369.0,922824219.0,-16.30843535,28.4622993,2016-11-22T14:33:55,2018-11-30T13:37:41.048000
asociacion ciudadana,Asociacion De Mujeres Pura Walo,CL,Calle,El Horno,5,38480.0,38010,Buenavista del Norte,,,ampurawalo@hotmail.es,922127597.0,922127170.0,-16.85145568,28.37428687,2016-05-09T12:45:15,2015-11-13T09:52:04
asociacion ciudadana,Asociacion De Mujeres Reddiosas,CR,Carretera,General TF 312 Puerto Cruz Las Arenas,143,38400.0,38028,Puerto de la Cruz,Las Arenas,,reddiosaspuertocruz@gmail.com,626529808.0,,-16.54715191,28.39825074,2019-01-30T09:45:18.352000,2019-01-30T09:45:18.352000
asociacion ciudadana,Asociacion De Mujeres Ruala,CL,Calle,Enrique Castillo Cruz,6,38208.0,38023,La Laguna,La Rua,,asociacionmujeresruala@gmail.com,,,-16.31010898,28.49567098,2016-05-09T12:45:15,2016-06-13T13:18:19
asociacion servicios sociales,Asociacion De Mujeres Senegalesas YAKAAR,CL,Calle,Los Emigrantes,4,38627.0,38006,Arona,Cabo Blanco,,yakaar@hotmail.com,662064810.0,,-16.6735936,28.07115597,2017-06-13T12:21:21,2018-11-30T11:47:10.182000
asociacion ciudadana,Asociacion De Mujeres Seña de La Corujera,CL,Calle,La Tosquita,44,38399.0,38039,Santa Úrsula,La Corujera,,,922301843.0,,-16.49824116,28.41152096,2018-02-09T13:43:25.355000,2018-11-30T12:02:43.886000
asociacion ciudadana,Asociacion De Mujeres Tajinaste,CL,Calle,Alejandro Magno,5,38010.0,38038,Santa Cruz de Tenerife,Ofra Ed Daida,,,696134273.0,,-16.28473906,28.45775068,2018-01-18T14:21:37,2018-01-18T14:21:37
asociacion ciudadana,Asociacion De Mujeres Tamara,CL,Calle,Andromeda,2,38001.0,38038,Santa Cruz de Tenerife,Bo Alegria,,,,,-16.24471546,28.48344632,2016-05-09T12:45:15,2015-08-04T10:12:59
asociacion ciudadana,Asociacion De Mujeres Tara Condesa,CL,Calle,Lujan Perez,24,38670.0,38001,Adeje,La Postura,,taracondesa@hotmail.com,699661869.0,,-16.73144167,28.11992936,,2018-11-30T14:13:24.229000
asociacion ciudadana,Asociacion De Mujeres Tayda,CL,Calle,Key Muñoz,32,38430.0,38022,Icod de los Vinos,,,informacion@afedes.org,922815921.0,922815920.0,-16.71719105,28.3684493,2017-04-28T12:47:15,2017-04-28T12:47:15
asociacion ciudadana,Asociacion De Mujeres Vistabella,CL,Calle,Berna,1,38320.0,38038,Santa Cruz de Tenerife,Vistabella,,,922643097.0,922661306.0,-16.28591723,28.4614708,2017-06-13T12:09:02,2017-06-14T13:44:52
asociacion ciudadana,Asociacion De Mujeres Y Familias Del Ambito Rural AMFAR,CL,Calle,Ramon y Cajal,12,38004.0,38038,Santa Cruz de Tenerife,Ed venecia,www.mujerrural.com,secretaria@asaga-asaja.com,922237750.0,922229982.0,-16.25847992,28.46632939,2016-08-02T11:40:05,2016-08-03T13:59:26
asociacion servicios sociales,Asociacion de Niños con Cancer Pequeño Valiente,CL,Calle,Tinguaro,2,38205.0,38023,La Laguna,Valle Colino Complejo Deportivo Islas Canarias,www.pequevaliente.com,infotf@pequevaliente.com,677395530.0,822179049.0,-16.29542349,28.47563725,2016-05-09T12:45:15,2018-02-16T13:56:48
asociacion comercial empresarial,Asociacion de Nuevas Tecnologias de la Provincia de Santa Cruz de Tenerife,CL,Calle,Bethencourth Alfonso,23,38002.0,38038,Santa Cruz de Tenerife,7ª Planta,www.canariasinformatica.com,jcarlos@datalogic.es,922290991.0,922246423.0,-16.25002713,28.46739781,2018-03-26T09:41:55.576000,2018-03-26T09:41:55.576000
asociacion ciudadana,Asociacion De Ocio Alternativo Tenerifentiende,CL,Calle,Juan Rumeu Garcia,28,38008.0,38038,Santa Cruz de Tenerife,Centro Insular Voluntariado Buzon Postal,www.tenerifentiende.org,alays_615@hotmail.com,663579761.0,922682744.0,-16.27319941,28.46534717,2017-06-14T13:47:11,2018-03-20T12:30:26.598000
asociacion servicios sociales,Asociacion De Pacientes Con Daño Cerebral Adquirido APDCA,CL,Calle,Dona,20,38108.0,38023,La Laguna,Taco Centro Ciudadano San Jeronimo,,fyadacecanarias@gmail.com,601005711.0,922618256.0,-16.29829577,28.44904256,2016-05-09T12:45:15,2018-03-21T09:25:16.441000
asociacion servicios sociales,Asociacion De Padres De Invidentes Con Otras Deficiencias Asociadas ASINDE,CL,Calle,Virgen de la Merced,7,38108.0,38023,La Laguna,Taco Centro Servicios Sociales,,,922615733.0,,-16.29673457,28.45053556,2017-06-14T14:17:19.833000,2017-06-15T09:17:53.108000
asociacion servicios sociales,Asociacion de Padres de Minisvalidos Nuevos Caminantes,CL,Calle,Juan Fernandez,4,38270.0,38023,La Laguna,Valle de Guerra,asociacion20.tenerifesolidario.org,nuevos caminantes@yahoo.es,922158615.0,922158615.0,-16.38997294,28.52161379,2017-06-13T10:15:21.016000,2018-03-08T14:57:56.233000
asociacion servicios sociales,Asociacion de Padres de Minusvalidos Centro Verode ASPANCO,CM,Camino,Tornero,57,38206.0,38023,La Laguna,Esq Pj Santa Ana,asociacion136.tenerifesolidario.org,gramirez@iass.es,922251501.0,922256356.0,-16.33652331,28.49428316,2017-06-09T13:52:38,2018-03-09T09:57:58.995000
asociacion servicios sociales,Asociacion De Padres De Personas Con Autismo APANATE,CM,Camino,La Hornera,74,38205.0,38023,La Laguna,,www.apanate.org,apanate@apanate.org,922252494.0,922632423.0,-16.30879558,28.47271922,2017-06-13T14:04:17,2018-03-08T14:57:36.543000
asociacion ciudadana,Asociacion de Padres para la Integracion Laboral y Social del Deficiente Valle Colino,CL,Calle,Valencia,6,38205.0,38023,La Laguna,Finca España,asociacion129.tenerifesolidario.org,tsacramento@iass.es,922647908.0,922370438.0,-16.29928051,28.47639992,2017-06-15T12:07:59,2017-06-15T12:07:59
asociacion servicios sociales,Asociacion De Padres Tamonante,CL,Calle,Ernesto Anastasio,2,38009.0,38038,Santa Cruz de Tenerife,Miramar,,,922655955.0,,-16.27771467,28.4545638,2017-06-14T12:51:26.385000,2017-06-14T12:51:26.385000
asociacion servicios sociales,Asociacion De Padres Y Amigos De Niños Con Cancer,CL,Calle,Bethencourt Alfonso,22,38002.0,38038,Santa Cruz de Tenerife,Pt 5,,,922290622.0,,-16.24972069,28.46755191,2017-06-14T10:25:04.554000,2018-12-12T10:03:30.159000
asociacion servicios sociales,Asociacion De Padres y Madres de Niños y Niñas Prematuros APREMATE,CL,Calle,El Portillo,11,38296.0,38023,La Laguna,San Miguel de Geneto Ed Chedey Pl 1 Vd 2,www.apremate.org,aprematenerife@gmail.com,630992885.0,,-16.32545602,28.45312029,2016-05-09T12:45:15,2018-06-15T09:33:25.861000
asociacion comercial empresarial,Asociacion de Pequeña y Mediana Empresa de Tejina y Valle de Guerra,CR,Carretera,General TF 16 Tacoronte Tejina,161,38270.0,38043,Tacoronte,,,tevapyme@hotmail.com,650443069.0,922546001.0,-16.40724645,28.49740754,2018-03-26T10:27:53,2019-04-12T09:55:16.503000
asociacion comercial empresarial,Asociacion de Pequeños y Medianos Empresarios de Icod y su Comarca,AV,Avenida,25 de Abril,28,38430.0,38022,Icod de los Vinos,Edificio Atalaya 2ª Planta,,aspymecod_tf@yahoo.es,922810800.0,922815744.0,-16.71801838,28.3692487,2018-03-26T10:23:55.261000,2024-09-27T10:00:39.057000
asociacion ciudadana,Asociacion De Personas Transexuales APERTTURA,CL,Calle,Juan Rumeu Garcia,28,38008.0,38038,Santa Cruz de Tenerife,Centro Insular Voluntariado Buzon Postal,www.aperttura.com,buzon@aperttura.com,618593218.0,,-16.27310402,28.46536651,2017-06-14T13:47:11,2018-03-12T08:53:25.284000
asociacion ciudadana,Asociacion De Productores y Consumidores Ecologicos La Gangochera,CL,Calle,Juan Ortiz de Zarate,21,38300.0,38026,La Orotava,El Mayorazgo,asociacion361.tenerifesolidario.org,lagangochera@hotmail.com,659276081.0,,-16.52948046,28.39318794,2016-05-09T12:45:15,2018-03-09T13:33:31.414000
asociacion comercial empresarial,Asociacion de Profesionales y Empresas de Diseño de Canarias,CL,Calle,La Puncha,2A,38107.0,38038,Santa Cruz de Tenerife,La Gallega,www.di-ca.es,info@di-ca.es,649082066.0,,-16.32200088,28.4367901,2018-03-26T10:03:31.402000,2018-06-04T13:36:47.930000
asociacion ciudadana,Asociacion De Proteccion y Ayuda del Acoso al Deudor de Impagos,CL,Calle,Juan Rumeu Garcia,28,38008.0,38038,Santa Cruz de Tenerife,Centro Insular Voluntariado Buzon Postal,www.acosoaldeudor.com,info@acosoaldeudor.com,672446565.0,,-16.27318014,28.46533192,2017-06-14T13:47:11,2017-06-14T13:53:32
asociacion servicios sociales,Asociacion De Radioaficionados E Invidentes De Canarias ARIC,AV,Avenida,Los Menceyes,315,38320.0,38023,La Laguna,La Cuesta,,,922651436.0,,-16.28989047,28.46915318,2017-06-15T12:23:43.930000,2017-06-15T12:23:43.930000
asociacion comercial empresarial,Asociacion de Regantes Las Eritas,CL,Calle,Benitez de Lugo,1,38580.0,38005,Arico,Villa de Arico,,aeldl.arico@cabtfe.es,922768177.0,922162901.0,-16.50142935,28.16659462,2018-03-26T10:45:21.900000,2018-03-26T10:45:21.900000
asociacion servicios sociales,Asociacion De Reinsecion Social de Menores Anchieta,CL,Calle,Juan Rumeu Garcia,28,38008.0,38038,Santa Cruz de Tenerife,Centro Insular Voluntariado Despacho 3B,www.anchietaeduca.com,info@anchietaeduca.com,922658006.0,,-16.27317505,28.46543159,2017-06-14T13:47:11,2018-03-13T11:39:37.885000
asociacion ciudadana,Asociacion De Residentes Bolivianos En Tenerife ARBOL,CL,Calle,Blas Cabrera,5,38007.0,38038,Santa Cruz de Tenerife,Cd Belgica Ed 1 Pl 8 Vd Iz,,arboltenerife@hotmail.com,667839531.0,922206697.0,-16.2678273,28.46411706,2017-02-01T11:47:54,2018-03-21T13:27:21.741000
asociacion ciudadana,Asociacion De Saharauis En Canarias NASR,CL,Calle,La Gaviota,14,38618.0,38017,Granadilla de Abona,Los Abrigos Pl 2 Vd 15,,sukeinandiaye@gmail.com,698892921.0,922170463.0,-16.59310415,28.03077319,2016-05-09T12:45:15,2018-03-13T11:01:08.616000
asociacion ciudadana,Asociacion De Senegaleses Juntos Del Puerto De La Cruz ASJPC,CL,Calle,La Hoya,11,38400.0,38028,Puerto de la Cruz,Pl 2 Vd A,,asjpc@hotmail.com,637214095.0,,-16.54727888,28.41685299,2016-05-09T12:45:15,2015-08-04T13:21:58
asociacion ciudadana,Asociacion De Sensibilidad Quimica de Tenerife,CL,Calle,Heliodoro Rodriguez Lopez,5,38005.0,38038,Santa Cruz de Tenerife,Ed Agana Pl 6 Vd A,,avante38410@gmail.com,629514216.0,,-16.26195116,28.46165295,2017-03-15T09:40:40,2018-04-10T14:05:31.434000
asociacion servicios sociales,Asociacion De Sordos De Tejina CELSE Lengua De Signos,CL,Calle,Jose Rodriguez Amador,9,38260.0,38023,La Laguna,Tejina El Ramal,www.fasica.org,fasican#gfasican.org,922540283.0,922213536.0,-16.36157132,28.53434607,2017-06-15T12:14:31.847000,2018-03-21T09:31:42.947000
asociacion servicios sociales,Asociacion De Sordos Discapacitados FASICAN,CL,Calle,Zurbaran,13,38007.0,38023,La Laguna,Pt 2 Of 3,,proyectos@fasican.org,922213536.0,,-16.30696395,28.4501999,2017-06-09T14:52:34.511000,2018-03-14T07:35:06.096000
asociacion servicios sociales,Asociacion De Sordos Tenerife ASORTE,CL,Calle,Zurbaran,6,38108.0,38023,La Laguna,Los Andenes Lc 3,,,646078756.0,922625792.0,-16.30629476,28.45054993,2017-06-14T14:15:01.883000,2018-03-14T07:35:06.096000
asociacion comercial empresarial,Asociacion de Supermercados de las Islas Canarias ASUICAN,CL,Calle,Rubens Marichal Lopez,70,38170.0,38038,Santa Cruz de Tenerife,Ifara Lc 5B,www.asuican.com,,922152325.0,,-16.25734922,28.48239482,2018-03-26T10:52:27.217000,2018-06-19T09:09:21.145000
asociacion ciudadana,Asociacion De Tacoronte Acentejo Domitila Hernandez Por La Igualdad De Oportunidades,CL,Calle,Barranco Martiño,2,38358.0,38043,Tacoronte,Las Toscas El Calvario,www.asociaciondomitilahernandeztenerife.com,igualdad@asociaciondomitilahernandeztenerife.com,620450936.0,922573289.0,-16.42745368,28.48393194,2016-05-09T12:45:15,2018-11-30T11:57:48.411000
asociacion servicios sociales,Asociacion de Tecnicos en Emergencias Sanitarias ATESCAN,CL,Calle,Decano Consular Jesus Ramos Gonzalez,16,38111.0,38038,Santa Cruz de Tenerife,Añaza Pr 2 Pl 4 Vd B,www.atescan.es,secretariaatescan@gmail.com,670862802.0,,-16.29785005,28.42367586,2016-05-09T12:45:15,2018-01-12T11:45:10
asociacion ciudadana,Asociacion de Tecnicos Especialistas en Servicios ATE Canarias,CL,Calle,La Fajana,35,38205.0,38023,La Laguna,Barrio  Nuevo,asociacion194.tenerifesolidario.org,atecanarias@gmail.com,610229045.0,,-16.3083483,28.47981271,2016-05-09T12:45:15,2018-02-14T14:30:03
asociacion ciudadana,Asociacion De Tercera Edad Corazon De jesus,RB,Rambla,General Garcia Escamez,3,38009.0,38038,Santa Cruz de Tenerife,Bo Garcia Escamez,,,922227815.0,,-16.27303994,28.45449056,2016-05-09T12:45:15,2015-08-04T10:30:50
asociacion ciudadana,Asociacion De Tercera Edad Nuestra Señora Virgen De Regla,CL,Calle,Domingo Madam,1,38010.0,38038,Santa Cruz de Tenerife,Las Delicias Chimisay Bajo,,,922645145.0,,-16.28124505,28.45484326,,
asociacion ciudadana,Asociacion De Tercera Edad San Ferrey,CL,Calle,Poeta Francisco Izquierdo,33,38009.0,38038,Santa Cruz de Tenerife,Bo Somosierra,,,922209739.0,,-16.27092713,28.45753704,2017-01-30T10:18:13,2017-01-30T10:18:13
asociacion ciudadana,Asociacion De Tercera Edad San Roman,CL,Calle,Machado Y Fiesco,15,38320.0,38023,La Laguna,La Cuesta Bo La Candelaria Centro Sociocultural,,,922661122.0,,-16.28422331,28.47022866,2017-02-20T11:43:48,2017-03-06T14:58:17
asociacion ciudadana,Asociacion De Uruguayos en Tenerife,CL,Calle,Fuerteventura,86,38632.0,38006,Arona,El Fraile,www.uruguaytenerife.com,casauruguaytenerife@hotmail.com,668825360.0,922731112.0,-16.66921174,28.01142156,2016-05-09T12:45:15,2018-03-12T13:40:45.639000
asociacion ciudadana,Asociacion De Usuarios de Banca Cajas y Seguros ADICAE,CL,Calle,San Agustin,15,38201.0,38023,La Laguna,,www.adicae.net,tenerife@adicae.net,828022293.0,,-16.31472835,28.48932574,2016-05-09T12:45:15,2018-04-19T11:04:20.885000
asociacion ciudadana,Asociacion de Vecinos Aica Maraga,Cl,Calle,Rafael Ramos,31,38360.0,38041,El Sauzal,San Jose,,,922562730.0,,-16.44165627,28.46213049,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
asociacion ciudadana,Asociacion de Vecinos de San Francisco Javier,Cl,Calle,Nicanor Rivero,7,38500.0,38020,Güimar,San Francisco Javier,,,,,-16.40128283,28.33148414,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
asociacion ciudadana,Asociacion De Vecinos El Cañaveral,CM,Camino,La Palma,3,38410.0,38031,Los Realejos,La Carrera Centro Social,,,,,-16.58189613,28.38877639,2016-05-09T12:45:15,2015-08-04T13:18:21
asociacion ciudadana,Asociacion de Vecinos El Pino Buen Paso,Cl,Calle,Echeide,1,38434.0,38022,Icod de los Vinos,Buen Paso,,,,,-16.68179541,28.38015526,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
asociacion ciudadana,Asociacion De Vecinos La Gloxinia,CL,Calle,La Asomada,15,38400.0,38028,Puerto de la Cruz,La Asomada,,,,,-16.55160096,28.40097985,2017-08-08T09:25:21,2017-08-08T09:25:21
asociacion ciudadana,Asociacion de Vecinos Morro Blanco,Pz,"Plaza, plazoleta",Constitucion 6 de diciembre,sn,38500.0,38020,Güimar,Fatima,,,,,-16.41458818,28.32481741,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
asociacion ciudadana,Asociacion de vecinos Pelicar,Cl,Calle,Siervo de Dios,23,38430.0,38022,Icod de los Vinos,P3,,,922812447.0,,-16.71760111,28.36753676,2024-09-27T09:33:22.074000,2024-09-27T09:33:22.074000
asociacion ciudadana,Asociacion De Voluntariado Social Garachico Somos Uno,CL,Calle,Eutropio Rodriguez de la Sierra,4,38450.0,38015,Garachico,,www.garachico.es,as.vol.garachico.social@gmail.com,615241168.0,,-16.76344935,28.37357848,2016-05-09T12:45:15,2018-04-10T14:05:31.434000
asociacion ciudadana,Asociacion Defensa Derechos Animales y Naturaleza ADDANCA,CM,Camino,La Punta,46,38540.0,38011,Candelaria,Araya,www.addanca.es,addanca@live.com,670813763.0,922517282.0,-16.38190131,28.36601894,2016-05-09T12:45:15,2018-02-08T12:36:45
asociacion ciudadana,Asociacion Democratica De Mujeres Marianez,AV,Avenida,Gran Poder,4,38250.0,38023,La Laguna,Bajamar Ed Piscinas Lc 7-8,,marianezbajamar@gmx.eu,678999606.0,922544556.0,-16.34492872,28.55495376,2016-05-09T12:45:15,2017-10-03T11:57:30
asociación deportiva,Asociacion Deportiva AD +kmororun,AV,Avenida,Doctor Emilio Luque Moreno,40,38300.0,38026,La Orotava,Pl 5 Vd B,www.maskmororun.es,info@maskmororun.es,678487833.0,,-16.52027799,28.39229609,2016-05-09T12:45:15,2015-10-29T09:49:08
asociación deportiva,Asociacion Deportiva Culegarachico,CL,Calle,El Sol,15,38450.0,38015,Garachico,,,,,,-16.7642693,28.37177241,2016-05-09T12:45:15,2015-11-19T12:56:14
asociacion cultural,Asociacion Deportiva Cultural Peña Tunera de Las Canteras,CR,Carretera,General TF 12 Monte de las Mercedes,121,38293.0,38023,La Laguna,Las Mercedes,,,922268035.0,,-16.29710343,28.51876991,2018-04-10T11:30:43.282000,2018-04-10T11:30:43.282000
asociacion servicios sociales,Asociacion Deportiva De Minusvalidos ADEMI,AV,Avenida,Principes de España,18,38010.0,38038,Santa Cruz de Tenerife,Ofra Lc 23 Vd 148,www.ademitenerife.com,secretaria@ademitenerife.es,922643401.0,922646942.0,-16.28630708,28.45123532,2017-06-13T13:13:57.841000,2017-06-14T12:02:59.425000
asociación deportiva,Asociacion Deportiva El Roque,AV,Avenida,Tome Cano,1,38450.0,38015,Garachico,,,,,,-16.76471627,28.37498252,2016-08-17T09:13:13,2018-03-22T15:02:42.458000
asociación deportiva,Asociacion Deportiva Escuela de Tenis,AV,Avenida,Tome Cano,9,38450.0,38015,Garachico,Polideportivo Municipal,,,,,-16.76486269,28.37486541,2016-08-17T10:16:09,2016-10-13T07:38:40
asociacion ciudadana,Asociacion Desaplatanate Turismo Social y Sostenible,CL,Calle,La Audiencia,9,38280.0,38046,Tegueste,,,info@desaplatanate.org,603691370.0,,-16.33439777,28.52391645,2016-05-09T12:45:15,2016-05-24T09:53:31
asociacion ciudadana,Asociacion Desarrollo de Pedagogia Waldorf,CR,Carretera,General TF 293 Santa Maria del Mar,87,38111.0,38038,Santa Cruz de Tenerife,Santa Maria del Mar,www.waldorf.org,waldorfelmoral@gmail.com,922613238.0,,-16.31238106,28.42472944,2016-05-09T12:45:15,2015-08-04T10:47:03
asociacion ciudadana,Asociacion Desarrollo Educativo Social Cultural VIVE,CL,Calle,El Cano,11,38618.0,38017,Granadilla de Abona,La Tejita Rs Sotavento,,,670816345.0,,-16.56468158,28.03267263,2017-04-28T10:50:06.447000,2017-04-28T10:50:06.447000
asociacion servicios sociales,Asociacion Desarrollo Personal y Profesional Tenerife Vive,CR,Carretera,España TF 217,159,38398.0,38039,Santa Úrsula,,,,,,-16.47966972,28.4247283,2018-02-01T12:44:07,2018-02-01T12:44:07
asociacion ciudadana,Asociacion Desea 3 por la Igualdad de Genero,CL,Calle,Altavista,7,38250.0,38023,La Laguna,Bajamar,,deseatres@gmail.com,658484009.0,,-16.33866332,28.55352354,2016-11-15T12:17:22,2017-06-28T11:37:24
asociacion ciudadana,Asociacion Desea3 Por La Igualdad De Genero,CR,Carretera,General TF 152 Norte,195,38350.0,38043,Tacoronte,El Torreon,desea3.blogspot.com.es,deseatres@gmail.com,658484009.0,,-16.39943324,28.48138543,2016-05-09T12:45:15,2015-09-08T15:54:44
asociacion servicios sociales,Asociacion Diabeticos De Tenerife,CL,Calle,Abreu y Valdes,1,38320.0,38023,La Laguna,La Cuesta Bo La Candelaria Oficina Municipal,,,922662018.0,,-16.2858756,28.46874962,2017-06-15T12:43:43,2018-11-23T09:39:09.233000
asociacion ciudadana,Asociacion Diocesana Movimiento Scout Catolico,CM,Camino,Real de la Verdellada,1,38207.0,38023,La Laguna,La Verdellada Seminario Nuevo,,admsctenerife@gmail.com,675747561.0,922633094.0,-16.31117425,28.48397921,2016-05-09T12:45:15,2017-06-28T11:18:13
asociacion servicios sociales,Asociacion Discapacitados Domitila Hernandez,CL,Calle,Barranco Martiño,6,38358.0,38043,Tacoronte,Las Toscas El Calvario,www.asociaciondomitilahernandeztenerife.com,trabajosocialdomitila@gmail.com,620450936.0,922573289.0,-16.4273884,28.4838242,2017-06-13T09:38:54,2018-11-30T11:57:48.411000
asociacion servicios sociales,Asociacion Discapacitados INSERTA ONCE,CL,Calle,Ramon y Cajal,3,38003.0,38038,Santa Cruz de Tenerife,Ed Salesianos Lc 11,www.fsc.es,,922273366.0,,-16.25561109,28.46582104,2017-06-13T12:59:45.561000,2018-01-17T13:13:23.469000
asociacion ciudadana,Asociacion Discapacitados Movimiento Norte de Tenerife DISMONORTE,Cl,Calle,Eutropio Rodriguez de la Sierra,2,38450.0,38015,Garachico,,,oficinadismonorte@gmail.com,636424310.0,,-16.76358982,28.37351042,2016-05-09T12:45:15,2024-09-27T09:52:23.664000
asociacion servicios sociales,Asociacion DISMONORTE Discapacitados,CL,Calle,Cooperativa Icodense,2,38430.0,38022,Icod de los Vinos,Santa Barbara,es-es.facebook.com/dismonorte.icod,,636424310.0,922814461.0,-16.7103542,28.36738763,2017-04-28T12:40:54.957000,2017-06-14T10:58:37.593000
asociacion servicios sociales,Asociacion Domitila Hernandez Igualdad de Oportunidades,CM,Camino,Turilago,4,38108.0,38038,Santa Cruz de Tenerife,El Tablero,,direcciondomitila@gmail.com,620450936.0,922573289.0,-16.33567381,28.42299685,2017-06-14T13:16:10,2017-06-14T13:16:10
asociacion servicios sociales,Asociacion Down Tenerife Trisomicos 21,CL,Calle,Henry Dunant,4,38204.0,38023,La Laguna,Antiguo IES ,www.downtenerife.com,asociacion21@gmail.com,922634344.0,922625792.0,-16.31915488,28.48302364,2017-06-13T10:06:44,2018-03-09T08:29:37.320000
asociacion cultural,Asociacion Drones RPA CONCEPTDRONE,CL,Calle,Bicacarera,15,38390.0,38039,Santa Úrsula,La Quinta,,,,,-16.49452516,28.42784767,2016-05-09T12:45:15,2018-02-01T07:51:32
asociacion ciudadana,Asociacion Ecologia Cultural y Ocio Infantil,CR,Carretera,Las Cancelas,81,38678.0,38001,Adeje,Las Cancelas,asociacion350.tenerifesolidario.org,vidalasesor12@gmail.com,671657627.0,,-16.76689311,28.13177856,2017-05-25T08:48:30,2017-05-25T08:48:30
asociacion ciudadana,Asociacion Ecologia y Cooperacion Ecooceanos,CL,Calle,San Juan Bautista,54,38002.0,38038,Santa Cruz de Tenerife,Pl 4 Vd C,,ecooceanos@gmail.com,,,-16.24860914,28.47097282,2017-05-18T10:54:06,2017-05-18T10:54:06
